service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
amtrak,NER,111,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T11:36:00Z,2026-07-30T11:36:00Z,2026-07-30T11:34:00Z,2026-07-30T11:28:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,111,2026-07-30,WAS,Washington Union Station,2026-07-30T12:22:00Z,2026-07-30T12:22:00Z,2026-07-30T12:22:00Z,2026-07-30T12:22:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,112,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T12:22:00Z,2026-07-30T12:20:00Z,2026-07-30T12:20:00Z,2026-07-30T12:20:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,112,2026-07-30,WAS,Washington Union Station,2026-07-30T11:40:00Z,2026-07-30T11:40:00Z,2026-07-30T11:40:00Z,2026-07-30T11:40:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,113,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T13:07:00Z,2026-07-30T13:05:00Z,2026-07-30T13:05:00Z,2026-07-30T13:05:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,113,2026-07-30,WAS,Washington Union Station,2026-07-30T13:53:00Z,NA,2026-07-30T13:53:00Z,NA,2026-07-30T11:49:00Z,82.3
amtrak,NER,125,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T18:28:00Z,2026-07-30T18:26:00Z,2026-07-30T18:25:00Z,2026-07-30T18:26:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,125,2026-07-30,WAS,Washington Union Station,2026-07-30T19:50:00Z,2026-07-30T19:11:00Z,2026-07-30T19:11:00Z,2026-07-30T19:11:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,130,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T11:05:00Z,2026-07-30T11:05:00Z,2026-07-30T11:03:00Z,2026-07-30T10:54:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,130,2026-07-30,WAS,Washington Union Station,2026-07-30T10:20:00Z,2026-07-30T10:20:00Z,2026-07-30T10:20:00Z,2026-07-30T10:20:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,141,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T15:00:00Z,2026-07-30T14:58:00Z,2026-07-30T14:58:00Z,2026-07-30T14:58:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,141,2026-07-30,WAS,Washington Union Station,2026-07-30T15:41:00Z,2026-07-30T15:40:00Z,2026-07-30T15:41:00Z,2026-07-30T15:40:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,151,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T10:10:00Z,2026-07-30T10:11:00Z,2026-07-30T10:08:00Z,2026-07-30T10:09:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,151,2026-07-30,WAS,Washington Union Station,2026-07-30T11:30:00Z,2026-07-30T11:30:00Z,2026-07-30T10:58:00Z,2026-07-30T10:58:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,170,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T09:44:00Z,2026-07-30T09:46:00Z,2026-07-30T09:42:00Z,2026-07-30T09:41:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,170,2026-07-30,WAS,Washington Union Station,2026-07-30T09:05:00Z,2026-07-30T09:05:00Z,2026-07-30T09:05:00Z,2026-07-30T09:05:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,171,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T19:33:00Z,2026-07-30T19:33:00Z,2026-07-30T19:30:00Z,2026-07-30T19:30:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,171,2026-07-30,WAS,Washington Union Station,2026-07-30T21:00:00Z,2026-07-30T21:00:00Z,2026-07-30T20:25:00Z,2026-07-30T20:25:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,172,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T11:50:00Z,2026-07-30T11:48:00Z,2026-07-30T11:48:00Z,2026-07-30T11:48:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,172,2026-07-30,WAS,Washington Union Station,2026-07-30T11:06:00Z,2026-07-30T11:06:00Z,2026-07-30T11:06:00Z,2026-07-30T11:06:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,181,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T12:22:00Z,2026-07-30T12:14:00Z,2026-07-30T12:19:00Z,2026-07-30T12:14:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,181,2026-07-30,WAS,Washington Union Station,2026-07-30T13:02:00Z,2026-07-30T13:02:00Z,2026-07-30T13:02:00Z,2026-07-30T13:02:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,183,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T14:20:00Z,2026-07-30T14:17:00Z,2026-07-30T14:17:00Z,2026-07-30T14:17:00Z,2026-07-30T11:49:00Z,82.3
amtrak,NER,183,2026-07-30,WAS,Washington Union Station,2026-07-30T15:04:00Z,2026-07-30T15:00:00Z,2026-07-30T15:04:00Z,2026-07-30T15:00:00Z,2026-07-30T11:49:00Z,82.3
marc,11705,Train410,2026-07-30,11958,UNION STATION MARC Washington,2026-07-30T11:15:00Z,2026-07-30T11:16:38Z,NA,NA,2026-07-30T11:52:01Z,82
marc,11705,Train410,2026-07-30,12002,PENN STATION MARC nb,NA,NA,2026-07-30T12:17:00Z,2026-07-30T12:20:21Z,2026-07-30T11:52:01Z,82
marc,11705,Train415,2026-07-30,11980,PENN STATION MARC sb,2026-07-30T11:00:00Z,2026-07-30T11:00:00Z,NA,NA,2026-07-30T11:52:01Z,82
marc,11705,Train415,2026-07-30,11958,UNION STATION MARC Washington,NA,NA,2026-07-30T12:02:00Z,2026-07-30T12:09:18Z,2026-07-30T11:52:01Z,82
marc,11705,Train419,2026-07-30,11958,UNION STATION MARC Washington,NA,NA,2026-07-30T12:53:00Z,2026-07-30T12:53:00Z,2026-07-30T11:52:01Z,82
marc,11705,Train502,2026-07-30,11958,UNION STATION MARC Washington,2026-07-30T10:12:00Z,2026-07-30T10:13:10Z,NA,NA,2026-07-30T11:52:01Z,82
marc,11705,Train502,2026-07-30,12002,PENN STATION MARC nb,2026-07-30T11:26:00Z,2026-07-30T11:23:57Z,2026-07-30T11:24:00Z,2026-07-30T11:12:00Z,2026-07-30T11:52:01Z,82
marc,11705,Train517,2026-07-30,11980,PENN STATION MARC sb,2026-07-30T11:20:00Z,2026-07-30T11:16:49Z,2026-07-30T11:16:05Z,2026-07-30T11:14:28Z,2026-07-30T11:52:01Z,82
marc,11705,Train517,2026-07-30,11958,UNION STATION MARC Washington,NA,NA,2026-07-30T12:19:00Z,2026-07-30T12:20:08Z,2026-07-30T11:52:01Z,82
marc,11705,Train610,2026-07-30,12002,PENN STATION MARC nb,2026-07-30T12:46:00Z,2026-07-30T12:46:00Z,2026-07-30T12:40:15Z,2026-07-30T12:40:15Z,2026-07-30T11:52:01Z,82
amtrak,NER,66,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T02:51:00Z,2026-07-30T03:17:00Z,2026-07-30T02:49:00Z,2026-07-30T03:13:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,66,2026-07-30,WAS,Washington Union Station,2026-07-30T02:00:00Z,2026-07-30T02:23:00Z,2026-07-30T01:28:00Z,2026-07-30T01:46:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,67,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T10:04:00Z,2026-07-30T10:04:00Z,2026-07-30T10:02:00Z,2026-07-30T09:57:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,67,2026-07-30,WAS,Washington Union Station,2026-07-30T11:20:00Z,2026-07-30T11:20:00Z,2026-07-30T10:54:00Z,2026-07-30T10:53:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,86,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T13:32:00Z,2026-07-30T13:30:00Z,2026-07-30T13:30:00Z,2026-07-30T13:30:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,86,2026-07-30,WAS,Washington Union Station,2026-07-30T12:50:00Z,2026-07-30T12:18:00Z,2026-07-30T12:18:00Z,2026-07-30T12:18:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,95,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T17:23:00Z,2026-07-30T17:14:00Z,2026-07-30T17:14:00Z,2026-07-30T17:14:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,95,2026-07-30,WAS,Washington Union Station,2026-07-30T18:35:00Z,2026-07-30T18:05:00Z,2026-07-30T18:05:00Z,2026-07-30T18:05:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,111,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T11:36:00Z,2026-07-30T11:36:00Z,2026-07-30T11:34:00Z,2026-07-30T11:28:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,111,2026-07-30,WAS,Washington Union Station,2026-07-30T12:22:00Z,2026-07-30T12:22:00Z,2026-07-30T12:22:00Z,2026-07-30T12:22:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,112,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T12:22:00Z,2026-07-30T12:20:00Z,2026-07-30T12:20:00Z,2026-07-30T12:20:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,112,2026-07-30,WAS,Washington Union Station,2026-07-30T11:40:00Z,2026-07-30T11:40:00Z,2026-07-30T11:40:00Z,2026-07-30T11:40:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,113,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T13:07:00Z,2026-07-30T13:05:00Z,2026-07-30T13:05:00Z,2026-07-30T13:05:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,113,2026-07-30,WAS,Washington Union Station,2026-07-30T13:53:00Z,NA,2026-07-30T13:53:00Z,NA,2026-07-30T11:52:01Z,82
amtrak,NER,125,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T18:28:00Z,2026-07-30T18:26:00Z,2026-07-30T18:25:00Z,2026-07-30T18:26:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,125,2026-07-30,WAS,Washington Union Station,2026-07-30T19:50:00Z,2026-07-30T19:11:00Z,2026-07-30T19:11:00Z,2026-07-30T19:11:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,130,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T11:05:00Z,2026-07-30T11:05:00Z,2026-07-30T11:03:00Z,2026-07-30T10:54:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,130,2026-07-30,WAS,Washington Union Station,2026-07-30T10:20:00Z,2026-07-30T10:20:00Z,2026-07-30T10:20:00Z,2026-07-30T10:20:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,141,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T15:00:00Z,2026-07-30T14:58:00Z,2026-07-30T14:58:00Z,2026-07-30T14:58:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,141,2026-07-30,WAS,Washington Union Station,2026-07-30T15:41:00Z,2026-07-30T15:40:00Z,2026-07-30T15:41:00Z,2026-07-30T15:40:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,151,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T10:10:00Z,2026-07-30T10:11:00Z,2026-07-30T10:08:00Z,2026-07-30T10:09:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,151,2026-07-30,WAS,Washington Union Station,2026-07-30T11:30:00Z,2026-07-30T11:30:00Z,2026-07-30T10:58:00Z,2026-07-30T10:58:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,170,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T09:44:00Z,2026-07-30T09:46:00Z,2026-07-30T09:42:00Z,2026-07-30T09:41:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,170,2026-07-30,WAS,Washington Union Station,2026-07-30T09:05:00Z,2026-07-30T09:05:00Z,2026-07-30T09:05:00Z,2026-07-30T09:05:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,171,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T19:33:00Z,2026-07-30T19:33:00Z,2026-07-30T19:30:00Z,2026-07-30T19:30:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,171,2026-07-30,WAS,Washington Union Station,2026-07-30T21:00:00Z,2026-07-30T21:00:00Z,2026-07-30T20:25:00Z,2026-07-30T20:25:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,172,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T11:50:00Z,2026-07-30T11:50:00Z,2026-07-30T11:48:00Z,2026-07-30T11:48:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,172,2026-07-30,WAS,Washington Union Station,2026-07-30T11:06:00Z,2026-07-30T11:06:00Z,2026-07-30T11:06:00Z,2026-07-30T11:06:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,181,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T12:22:00Z,2026-07-30T12:14:00Z,2026-07-30T12:19:00Z,2026-07-30T12:14:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,181,2026-07-30,WAS,Washington Union Station,2026-07-30T13:02:00Z,2026-07-30T13:02:00Z,2026-07-30T13:02:00Z,2026-07-30T13:02:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,183,2026-07-30,BAL,Baltimore Penn Station,2026-07-30T14:20:00Z,2026-07-30T14:17:00Z,2026-07-30T14:17:00Z,2026-07-30T14:17:00Z,2026-07-30T11:52:01Z,82
amtrak,NER,183,2026-07-30,WAS,Washington Union Station,2026-07-30T15:04:00Z,2026-07-30T15:00:00Z,2026-07-30T15:04:00Z,2026-07-30T15:00:00Z,2026-07-30T11:52:01Z,82
marc,11705,Train412,2026-07-30,11958,UNION STATION MARC Washington,2026-07-30T13:00:00Z,2026-07-30T13:02:01Z,NA,NA,2026-07-30T13:16:48Z,65.6
marc,11705,Train412,2026-07-30,12002,PENN STATION MARC nb,NA,NA,2026-07-30T13:56:00Z,2026-07-30T13:59:33Z,2026-07-30T13:16:48Z,65.6
marc,11705,Train421,2026-07-30,11980,PENN STATION MARC sb,2026-07-30T12:30:00Z,2026-07-30T12:30:00Z,NA,NA,2026-07-30T13:16:48Z,65.6
marc,11705,Train421,2026-07-30,11958,UNION STATION MARC Washington,NA,NA,2026-07-30T13:32:00Z,2026-07-30T13:32:17Z,2026-07-30T13:16:48Z,65.6
marc,11705,Train419,2026-07-30,11980,PENN STATION MARC sb,2026-07-30T11:50:00Z,2026-07-30T11:50:00Z,NA,NA,2026-07-30T13:16:48Z,65.6
marc,11705,Train419,2026-07-30,11958,UNION STATION MARC Washington,NA,NA,2026-07-30T12:53:00Z,2026-07-30T12:52:41Z,2026-07-30T13:16:48Z,65.6
marc,11705,Train423,2026-07-30,11980,PENN STATION MARC sb,2026-07-30T13:00:00Z,2026-07-30T13:00:12Z,NA,NA,2026-07-30T13:16:48Z,65.6
marc,11705,Train423,2026-07-30,11958,UNION STATION MARC Washington,NA,NA,2026-07-30T14:03:00Z,2026-07-30T14:05:09Z,2026-07-30T13:16:48Z,65.6
marc,11705,Train525,2026-07-30,11980,PENN STATION MARC sb,2026-07-30T13:30:00Z,2026-07-30T13:38:03Z,2026-07-30T13:28:00Z,2026-07-30T13:36:03Z,2026-07-30T13:16:48Z,65.6
marc,11705,Train525,2026-07-30,11958,UNION STATION MARC Washington,NA,NA,2026-07-30T14:28:00Z,2026-07-30T14:36:03Z,2026-07-30T13:16:48Z,65.6
marc,11705,Train612,2026-07-30,11958,UNION STATION MARC Washington,2026-07-30T12:20:00Z,2026-07-30T12:21:19Z,NA,NA,2026-07-30T13:16:48Z,65.6
