service,route_id,trip_id,trip_date,stop_id,stop_name,sched_dep,pred_dep,sched_arr,pred_arr,collected_at,drive_min
amtrak,NER,130,2026-03-26,WAS,Washington Union Station,2026-03-26T10:30:00Z,2026-03-26T10:30:00Z,2026-03-26T10:30:00Z,2026-03-26T10:30:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,141,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T15:00:00Z,2026-03-26T14:58:00Z,2026-03-26T14:58:00Z,2026-03-26T14:58:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,141,2026-03-26,WAS,Washington Union Station,2026-03-26T15:41:00Z,2026-03-26T15:42:00Z,2026-03-26T15:41:00Z,2026-03-26T15:42:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,151,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T10:10:00Z,2026-03-26T10:10:00Z,2026-03-26T10:08:00Z,2026-03-26T10:07:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,151,2026-03-26,WAS,Washington Union Station,2026-03-26T11:30:00Z,2026-03-26T10:52:00Z,2026-03-26T10:58:00Z,2026-03-26T10:52:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,170,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T09:44:00Z,2026-03-26T09:46:00Z,2026-03-26T09:42:00Z,2026-03-26T09:43:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,170,2026-03-26,WAS,Washington Union Station,2026-03-26T09:05:00Z,2026-03-26T09:05:00Z,2026-03-26T09:05:00Z,2026-03-26T09:05:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,172,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T11:54:00Z,2026-03-26T11:52:00Z,2026-03-26T11:52:00Z,2026-03-26T11:52:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,172,2026-03-26,WAS,Washington Union Station,2026-03-26T11:10:00Z,2026-03-26T11:10:00Z,2026-03-26T11:10:00Z,2026-03-26T11:10:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,181,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T12:22:00Z,2026-03-26T12:20:00Z,2026-03-26T12:19:00Z,2026-03-26T12:20:00Z,2026-03-26T10:44:21Z,80.3
amtrak,NER,181,2026-03-26,WAS,Washington Union Station,2026-03-26T13:02:00Z,2026-03-26T12:55:00Z,2026-03-26T13:02:00Z,2026-03-26T12:55:00Z,2026-03-26T10:44:21Z,80.3
marc,11705,Train404,2026-03-26,11958,UNION STATION MARC Washington,2026-03-26T10:40:00Z,2026-03-26T10:41:28Z,NA,NA,2026-03-26T10:47:22Z,81.8
marc,11705,Train404,2026-03-26,12002,PENN STATION MARC nb,NA,NA,2026-03-26T11:36:00Z,2026-03-26T11:36:35Z,2026-03-26T10:47:22Z,81.8
marc,11705,Train409,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T10:20:00Z,2026-03-26T10:20:00Z,NA,NA,2026-03-26T10:47:22Z,81.8
marc,11705,Train409,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T11:28:00Z,2026-03-26T11:28:27Z,2026-03-26T10:47:22Z,81.8
marc,11705,Train413,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T10:40:00Z,2026-03-26T10:40:00Z,NA,NA,2026-03-26T10:47:22Z,81.8
marc,11705,Train413,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T11:43:00Z,2026-03-26T11:44:13Z,2026-03-26T10:47:22Z,81.8
marc,11705,Train502,2026-03-26,11958,UNION STATION MARC Washington,2026-03-26T10:12:00Z,2026-03-26T10:13:15Z,NA,NA,2026-03-26T10:47:22Z,81.8
marc,11705,Train502,2026-03-26,12002,PENN STATION MARC nb,2026-03-26T11:21:00Z,2026-03-26T11:25:50Z,2026-03-26T11:19:00Z,2026-03-26T11:23:50Z,2026-03-26T10:47:22Z,81.8
marc,11705,Train517,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T11:20:00Z,2026-03-26T11:21:09Z,2026-03-26T11:16:05Z,2026-03-26T11:17:14Z,2026-03-26T10:47:22Z,81.8
marc,11705,Train517,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T12:19:00Z,2026-03-26T12:20:09Z,2026-03-26T10:47:22Z,81.8
marc,11705,Train511,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T09:53:00Z,2026-03-26T09:56:27Z,2026-03-26T09:52:05Z,2026-03-26T09:55:36Z,2026-03-26T10:47:22Z,81.8
marc,11705,Train511,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T10:48:00Z,2026-03-26T10:50:44Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,66,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T02:51:00Z,2026-03-26T02:51:00Z,2026-03-26T02:49:00Z,2026-03-26T02:50:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,66,2026-03-26,WAS,Washington Union Station,2026-03-26T02:00:00Z,2026-03-26T02:01:00Z,2026-03-26T01:28:00Z,2026-03-26T01:32:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,67,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T10:04:00Z,2026-03-26T10:04:00Z,2026-03-26T10:02:00Z,2026-03-26T09:52:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,67,2026-03-26,WAS,Washington Union Station,2026-03-26T11:20:00Z,2026-03-26T10:50:00Z,2026-03-26T10:54:00Z,2026-03-26T10:50:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,86,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T13:37:00Z,2026-03-26T13:35:00Z,2026-03-26T13:35:00Z,2026-03-26T13:35:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,86,2026-03-26,WAS,Washington Union Station,2026-03-26T12:50:00Z,2026-03-26T12:18:00Z,2026-03-26T12:18:00Z,2026-03-26T12:18:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,95,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T17:23:00Z,2026-03-26T17:14:00Z,2026-03-26T17:14:00Z,2026-03-26T17:14:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,95,2026-03-26,WAS,Washington Union Station,2026-03-26T18:35:00Z,2026-03-26T18:05:00Z,2026-03-26T18:05:00Z,2026-03-26T18:05:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,111,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T11:36:00Z,2026-03-26T11:34:00Z,2026-03-26T11:34:00Z,2026-03-26T11:34:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,111,2026-03-26,WAS,Washington Union Station,2026-03-26T12:22:00Z,2026-03-26T12:19:00Z,2026-03-26T12:22:00Z,2026-03-26T12:19:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,113,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T13:07:00Z,NA,2026-03-26T13:05:00Z,NA,2026-03-26T10:47:22Z,81.8
amtrak,NER,113,2026-03-26,WAS,Washington Union Station,2026-03-26T13:53:00Z,NA,2026-03-26T13:53:00Z,NA,2026-03-26T10:47:22Z,81.8
amtrak,NER,130,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T11:18:00Z,2026-03-26T11:16:00Z,2026-03-26T11:16:00Z,2026-03-26T11:16:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,130,2026-03-26,WAS,Washington Union Station,2026-03-26T10:30:00Z,2026-03-26T10:30:00Z,2026-03-26T10:30:00Z,2026-03-26T10:30:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,141,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T15:00:00Z,2026-03-26T14:58:00Z,2026-03-26T14:58:00Z,2026-03-26T14:58:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,141,2026-03-26,WAS,Washington Union Station,2026-03-26T15:41:00Z,2026-03-26T15:42:00Z,2026-03-26T15:41:00Z,2026-03-26T15:42:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,151,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T10:10:00Z,2026-03-26T10:10:00Z,2026-03-26T10:08:00Z,2026-03-26T10:07:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,151,2026-03-26,WAS,Washington Union Station,2026-03-26T11:30:00Z,2026-03-26T10:55:00Z,2026-03-26T10:58:00Z,2026-03-26T10:55:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,170,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T09:44:00Z,2026-03-26T09:46:00Z,2026-03-26T09:42:00Z,2026-03-26T09:43:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,170,2026-03-26,WAS,Washington Union Station,2026-03-26T09:05:00Z,2026-03-26T09:05:00Z,2026-03-26T09:05:00Z,2026-03-26T09:05:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,172,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T11:54:00Z,2026-03-26T11:52:00Z,2026-03-26T11:52:00Z,2026-03-26T11:52:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,172,2026-03-26,WAS,Washington Union Station,2026-03-26T11:10:00Z,2026-03-26T11:10:00Z,2026-03-26T11:10:00Z,2026-03-26T11:10:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,181,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T12:22:00Z,2026-03-26T12:20:00Z,2026-03-26T12:19:00Z,2026-03-26T12:20:00Z,2026-03-26T10:47:22Z,81.8
amtrak,NER,181,2026-03-26,WAS,Washington Union Station,2026-03-26T13:02:00Z,2026-03-26T12:55:00Z,2026-03-26T13:02:00Z,2026-03-26T12:55:00Z,2026-03-26T10:47:22Z,81.8
marc,11705,Train404,2026-03-26,11958,UNION STATION MARC Washington,2026-03-26T10:40:00Z,2026-03-26T10:41:28Z,NA,NA,2026-03-26T10:50:24Z,81.3
marc,11705,Train404,2026-03-26,12002,PENN STATION MARC nb,NA,NA,2026-03-26T11:36:00Z,2026-03-26T11:37:10Z,2026-03-26T10:50:24Z,81.3
marc,11705,Train409,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T10:20:00Z,2026-03-26T10:20:00Z,NA,NA,2026-03-26T10:50:24Z,81.3
marc,11705,Train409,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T11:28:00Z,2026-03-26T11:29:46Z,2026-03-26T10:50:24Z,81.3
marc,11705,Train413,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T10:40:00Z,2026-03-26T10:40:00Z,NA,NA,2026-03-26T10:50:24Z,81.3
marc,11705,Train413,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T11:43:00Z,2026-03-26T11:44:13Z,2026-03-26T10:50:24Z,81.3
marc,11705,Train502,2026-03-26,11958,UNION STATION MARC Washington,2026-03-26T10:12:00Z,2026-03-26T10:13:15Z,NA,NA,2026-03-26T10:50:24Z,81.3
marc,11705,Train502,2026-03-26,12002,PENN STATION MARC nb,2026-03-26T11:21:00Z,2026-03-26T11:25:56Z,2026-03-26T11:19:00Z,2026-03-26T11:23:56Z,2026-03-26T10:50:24Z,81.3
marc,11705,Train517,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T11:20:00Z,2026-03-26T11:21:09Z,2026-03-26T11:16:05Z,2026-03-26T11:17:14Z,2026-03-26T10:50:24Z,81.3
marc,11705,Train517,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T12:19:00Z,2026-03-26T12:20:09Z,2026-03-26T10:50:24Z,81.3
marc,11705,Train511,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T09:53:00Z,2026-03-26T09:56:27Z,2026-03-26T09:52:05Z,2026-03-26T09:55:36Z,2026-03-26T10:50:24Z,81.3
marc,11705,Train511,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T10:48:00Z,2026-03-26T10:50:44Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,66,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T02:51:00Z,2026-03-26T02:51:00Z,2026-03-26T02:49:00Z,2026-03-26T02:50:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,66,2026-03-26,WAS,Washington Union Station,2026-03-26T02:00:00Z,2026-03-26T02:01:00Z,2026-03-26T01:28:00Z,2026-03-26T01:32:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,67,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T10:04:00Z,2026-03-26T10:04:00Z,2026-03-26T10:02:00Z,2026-03-26T09:52:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,67,2026-03-26,WAS,Washington Union Station,2026-03-26T11:20:00Z,2026-03-26T10:50:00Z,2026-03-26T10:54:00Z,2026-03-26T10:50:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,86,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T13:37:00Z,2026-03-26T13:35:00Z,2026-03-26T13:35:00Z,2026-03-26T13:35:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,86,2026-03-26,WAS,Washington Union Station,2026-03-26T12:50:00Z,2026-03-26T12:18:00Z,2026-03-26T12:18:00Z,2026-03-26T12:18:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,95,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T17:23:00Z,2026-03-26T17:14:00Z,2026-03-26T17:14:00Z,2026-03-26T17:14:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,95,2026-03-26,WAS,Washington Union Station,2026-03-26T18:35:00Z,2026-03-26T18:05:00Z,2026-03-26T18:05:00Z,2026-03-26T18:05:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,111,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T11:36:00Z,2026-03-26T11:34:00Z,2026-03-26T11:34:00Z,2026-03-26T11:34:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,111,2026-03-26,WAS,Washington Union Station,2026-03-26T12:22:00Z,2026-03-26T12:19:00Z,2026-03-26T12:22:00Z,2026-03-26T12:19:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,113,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T13:07:00Z,NA,2026-03-26T13:05:00Z,NA,2026-03-26T10:50:24Z,81.3
amtrak,NER,113,2026-03-26,WAS,Washington Union Station,2026-03-26T13:53:00Z,NA,2026-03-26T13:53:00Z,NA,2026-03-26T10:50:24Z,81.3
amtrak,NER,130,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T11:18:00Z,2026-03-26T11:16:00Z,2026-03-26T11:16:00Z,2026-03-26T11:16:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,130,2026-03-26,WAS,Washington Union Station,2026-03-26T10:30:00Z,2026-03-26T10:30:00Z,2026-03-26T10:30:00Z,2026-03-26T10:30:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,141,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T15:00:00Z,2026-03-26T14:58:00Z,2026-03-26T14:58:00Z,2026-03-26T14:58:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,141,2026-03-26,WAS,Washington Union Station,2026-03-26T15:41:00Z,2026-03-26T15:42:00Z,2026-03-26T15:41:00Z,2026-03-26T15:42:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,151,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T10:10:00Z,2026-03-26T10:10:00Z,2026-03-26T10:08:00Z,2026-03-26T10:07:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,151,2026-03-26,WAS,Washington Union Station,2026-03-26T11:30:00Z,2026-03-26T10:55:00Z,2026-03-26T10:58:00Z,2026-03-26T10:55:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,170,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T09:44:00Z,2026-03-26T09:46:00Z,2026-03-26T09:42:00Z,2026-03-26T09:43:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,170,2026-03-26,WAS,Washington Union Station,2026-03-26T09:05:00Z,2026-03-26T09:05:00Z,2026-03-26T09:05:00Z,2026-03-26T09:05:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,172,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T11:54:00Z,2026-03-26T11:52:00Z,2026-03-26T11:52:00Z,2026-03-26T11:52:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,172,2026-03-26,WAS,Washington Union Station,2026-03-26T11:10:00Z,2026-03-26T11:10:00Z,2026-03-26T11:10:00Z,2026-03-26T11:10:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,181,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T12:22:00Z,2026-03-26T12:19:00Z,2026-03-26T12:19:00Z,2026-03-26T12:19:00Z,2026-03-26T10:50:24Z,81.3
amtrak,NER,181,2026-03-26,WAS,Washington Union Station,2026-03-26T13:02:00Z,2026-03-26T12:55:00Z,2026-03-26T13:02:00Z,2026-03-26T12:55:00Z,2026-03-26T10:50:24Z,81.3
marc,11705,Train408,2026-03-26,11958,UNION STATION MARC Washington,2026-03-26T11:00:00Z,2026-03-26T11:01:17Z,NA,NA,2026-03-26T11:38:38Z,86.2
marc,11705,Train408,2026-03-26,12002,PENN STATION MARC nb,NA,NA,2026-03-26T11:44:00Z,2026-03-26T11:37:50Z,2026-03-26T11:38:38Z,86.2
marc,11705,Train410,2026-03-26,11958,UNION STATION MARC Washington,2026-03-26T11:15:00Z,2026-03-26T11:17:00Z,NA,NA,2026-03-26T11:38:38Z,86.2
marc,11705,Train410,2026-03-26,12002,PENN STATION MARC nb,NA,NA,2026-03-26T12:17:00Z,2026-03-26T12:20:32Z,2026-03-26T11:38:38Z,86.2
marc,11705,Train413,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T10:40:00Z,2026-03-26T10:40:00Z,NA,NA,2026-03-26T11:38:38Z,86.2
marc,11705,Train413,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T11:43:00Z,2026-03-26T11:40:31Z,2026-03-26T11:38:38Z,86.2
marc,11705,Train415,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T11:00:00Z,2026-03-26T11:00:00Z,NA,NA,2026-03-26T11:38:38Z,86.2
marc,11705,Train415,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T12:02:00Z,2026-03-26T12:06:32Z,2026-03-26T11:38:38Z,86.2
marc,11705,Train502,2026-03-26,11958,UNION STATION MARC Washington,2026-03-26T10:12:00Z,2026-03-26T10:13:15Z,NA,NA,2026-03-26T11:38:38Z,86.2
marc,11705,Train502,2026-03-26,12002,PENN STATION MARC nb,2026-03-26T11:21:00Z,2026-03-26T11:24:00Z,2026-03-26T11:19:00Z,2026-03-26T11:16:50Z,2026-03-26T11:38:38Z,86.2
marc,11705,Train517,2026-03-26,11980,PENN STATION MARC sb,2026-03-26T11:20:00Z,2026-03-26T11:16:20Z,2026-03-26T11:16:05Z,2026-03-26T11:15:11Z,2026-03-26T11:38:38Z,86.2
marc,11705,Train517,2026-03-26,11958,UNION STATION MARC Washington,NA,NA,2026-03-26T12:19:00Z,2026-03-26T12:20:32Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,66,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T02:51:00Z,2026-03-26T02:51:00Z,2026-03-26T02:49:00Z,2026-03-26T02:50:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,66,2026-03-26,WAS,Washington Union Station,2026-03-26T02:00:00Z,2026-03-26T02:01:00Z,2026-03-26T01:28:00Z,2026-03-26T01:32:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,67,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T10:04:00Z,2026-03-26T10:04:00Z,2026-03-26T10:02:00Z,2026-03-26T09:52:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,67,2026-03-26,WAS,Washington Union Station,2026-03-26T11:20:00Z,2026-03-26T11:20:00Z,2026-03-26T10:54:00Z,2026-03-26T10:53:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,86,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T13:37:00Z,2026-03-26T13:35:00Z,2026-03-26T13:35:00Z,2026-03-26T13:35:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,86,2026-03-26,WAS,Washington Union Station,2026-03-26T12:50:00Z,2026-03-26T12:18:00Z,2026-03-26T12:18:00Z,2026-03-26T12:18:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,95,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T17:23:00Z,2026-03-26T17:14:00Z,2026-03-26T17:14:00Z,2026-03-26T17:14:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,95,2026-03-26,WAS,Washington Union Station,2026-03-26T18:35:00Z,2026-03-26T18:05:00Z,2026-03-26T18:05:00Z,2026-03-26T18:05:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,111,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T11:36:00Z,2026-03-26T11:36:00Z,2026-03-26T11:34:00Z,2026-03-26T11:30:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,111,2026-03-26,WAS,Washington Union Station,2026-03-26T12:22:00Z,2026-03-26T12:22:00Z,2026-03-26T12:22:00Z,2026-03-26T12:22:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,112,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T12:27:00Z,2026-03-26T12:25:00Z,2026-03-26T12:25:00Z,2026-03-26T12:25:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,112,2026-03-26,WAS,Washington Union Station,2026-03-26T11:45:00Z,2026-03-26T11:45:00Z,2026-03-26T11:45:00Z,2026-03-26T11:45:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,113,2026-03-26,BAL,Baltimore Penn Station,2026-03-26T13:07:00Z,2026-03-26T13:05:00Z,2026-03-26T13:05:00Z,2026-03-26T13:05:00Z,2026-03-26T11:38:38Z,86.2
amtrak,NER,113,2026-03-26,WAS,Washington Union Station,2026-03-26T13:53:00Z,NA,2026-03-26T13:53:00Z,NA,2026-03-26T11:38:38Z,86.2
